38.45162,-90.30729
38.65581,-90.42082
38.80909,-90.22727
38.83948,-90.31973
38.81876,-90.34219
38.80166,-90.31654
38.76785,-90.36791
38.69052,-90.38572
38.56869,-90.33977
38.59121,-90.34035
38.47966,-90.32236
38.70208,-90.33713
38.74242,-90.33456
38.77709,-90.26361
38.76424,-90.30139
38.59345,-90.58914
38.56805,-90.54148
38.59219,-90.53548
38.54993,-90.49518
38.6159,-90.53901
38.56846,-90.44645
38.5802,-90.41608
38.58271,-90.48938
38.62578,-90.58117
38.58848,-90.64145
38.65286,-90.63929
38.71869,-90.38619
38.81236,-90.26922
38.53229,-90.31094
38.52379,-90.3513
38.58231,-90.38989
38.55572,-90.37649
38.50009,-90.31212
38.5483,-90.34362
38.54838,-90.40576
38.77534,-90.40172
38.74111,-90.4027
38.60908,-90.36744
38.62695,-90.33832
38.65364,-90.36745
38.62732,-90.40863
38.71574,-90.44877
38.75562,-90.4703
38.71641,-90.42862
38.69845,-90.42548
38.64177,-90.46185
38.68139,-90.47596
38.65224,-90.551
38.62731,-90.50407
38.66247,-90.50425
38.73452,-90.24011
38.75734,-90.22218
38.81149,-90.19421
38.78456,-90.21785
38.50535,-90.37814
38.49534,-90.34352
38.46116,-90.33259
38.51427,-90.45114
38.50973,-90.43195
38.53815,-90.45818
