5995,4/3/1997 0:00:00,6,4/7/1997 0:00:00,6,4.21,"Repeater","No rain fell",1
5995,11/27/1997 0:00:00,12,12/1/1997 0:00:00,13,4.10,"Transmitter","Assigned 1mm to 12/01",1
5995,3/13/1998 0:00:00,262,3/18/1998 0:00:00,268,4.20,"Unknown","Assigned 2mm to 3/14 and 4mm to 3/15",1
5995,2/10/2000 0:00:00,4,2/14/2000 0:00:00,4,4.00,"Repeater","No rain fell",1
5995,7/21/2003 0:00:00,245,7/24/2003 0:00:00,245,2.67,"Tipping bucket","No rain fell",1
5995,12/26/2003 0:00:00,69,12/29/2003 0:00:00,69,2.84,"Battery","No rain fell",1
5995,5/28/2004 0:00:00,272,5/31/2004 0:00:00,272,3.00,"Unknown","No rain fell",1
5995,5/18/2009 0:00:00,163,5/20/2009 0:00:00,163,1.79,"Transmitter","No rain fell",1
5995,12/10/2009 0:00:00,23,12/15/2009 0:00:00,24,4.87,"Repeater","Assigned 1mm to 12/13",1
