38.45156,-90.30725
38.65581,-90.42095
38.80916,-90.2275
38.83976,-90.31907
38.81863,-90.34266
38.79993,-90.31543
38.76087,-90.37376
38.69107,-90.38285
38.56877,-90.33995
38.59125,-90.34049
38.47855,-90.32072
38.70213,-90.3372
38.74187,-90.33446
38.77715,-90.26377
38.76431,-90.30157
38.59306,-90.58534
38.5682,-90.54148
38.59246,-90.53691
38.55079,-90.49491
38.61418,-90.5401
38.56858,-90.44733
38.58017,-90.41617
38.58216,-90.48941
38.62435,-90.58248
38.60006,-90.64243
38.65409,-90.6369
38.72333,-90.38748
38.81178,-90.26822
38.53181,-90.31117
38.52471,-90.35268
38.58239,-90.39018
38.56057,-90.36601
38.49956,-90.31106
38.54849,-90.3447
38.54672,-90.4034
38.77534,-90.40182
38.74119,-90.40359
38.60867,-90.36658
38.62671,-90.34052
38.65336,-90.36684
38.62498,-90.40751
38.7143,-90.46177
38.75567,-90.47043
38.71493,-90.43578
38.69851,-90.42569
38.64177,-90.46185
38.6814,-90.47614
38.65229,-90.55111
38.62798,-90.50561
38.66394,-90.50394
